publisheddate,keyword,engagement_view,engagement_comment,engagement_share,engagement_like,engagement_love,engagement_sad,engagement_wow,engagement_angry
2025-05-02 23:18:47,671b657b6dc858aa8fb90ccd,0,0,0,37,0,0,0,0
2025-05-02 10:21:28,"6719e79d6dc858aa8fb0b4cb, 6719e79d6dc858aa8fb0b4cb_6719e8576dc858aa8fb0b8c4",0,147,17,1916,236,0,2,0
2025-05-03 08:00:04,671b657b6dc858aa8fb90ccd,0,0,0,3,0,0,0,0
2025-05-03 11:00:05,"6712337860d187c89f968c13, 6712337860d187c89f968c13_671236d660d187c89f96a21e",0,0,1,10,0,0,0,0
2025-05-02 21:05:05,"6719e79d6dc858aa8fb0b4cb, 6719e79d6dc858aa8fb0b4cb_6719e8576dc858aa8fb0b8c4",0,84,13,218,0,4,3,1
2025-05-03 08:13:51,677b7d38054b92e7d2682612,0,0,0,0,0,0,0,0
2025-05-03 08:33:34,"6712337860d187c89f968c13, 6712337860d187c89f968c13_671238f260d187c89f96af0e",0,19,10,424,20,0,0,0
2025-05-03 12:00:14,"6712337860d187c89f968c13, 6712337860d187c89f968c13_671238f260d187c89f96af0e",0,0,122,112,0,0,0,0
2025-05-02 14:43:31,"67093a4c60d187c89f62c9ee, 67093a4c60d187c89f62c9ee_67093ab260d187c89f62cc15, 67093a4c60d187c89f62c9ee_67093b0a60d187c89f62cd8f, 675a94104ea656c7061d6994",0,0,7,2,1,0,0,0
2025-05-02 15:29:32,671b657b6dc858aa8fb90ccd,0,7,0,39,0,0,1,0
2025-05-03 08:08:10,"6710d4ef60d187c89f8e9c0d, 6710d4ef60d187c89f8e9c0d_6710d97760d187c89f8eb838",0,0,0,3,0,0,0,0
2025-05-03 06:00:26,671b657b6dc858aa8fb90ccd,0,5,7,93,18,0,0,0
2025-05-02 23:20:53,"6719e79d6dc858aa8fb0b4cb, 6719e79d6dc858aa8fb0b4cb_6719e8806dc858aa8fb0b9aa",107715,2,12,1470,7,0,0,0
2025-05-02 08:54:21,"67093a4c60d187c89f62c9ee, 67093a4c60d187c89f62c9ee_67093ab260d187c89f62cc15, 675a94104ea656c7061d6994",0,0,0,1,0,0,0,0
2025-05-03 08:07:42,"6710d4ef60d187c89f8e9c0d, 6710d4ef60d187c89f8e9c0d_6710d97760d187c89f8eb838",0,0,0,0,0,0,0,0
2025-05-03 11:50:11,"67590d8d4ea656c706188060, 67590d8d4ea656c706188060_67590dd14ea656c706188157",0,0,0,2,0,0,0,0
2025-05-02 23:15:53,"6719e79d6dc858aa8fb0b4cb, 6719e79d6dc858aa8fb0b4cb_6719e8806dc858aa8fb0b9aa",162612,10,12,2836,15,2,1,0
2025-05-03 09:29:01,677b7d38054b92e7d2682612,0,0,0,2,0,0,0,0
2025-05-02 11:01:26,671b657b6dc858aa8fb90ccd,0,4,3,26,4,0,0,0
2025-05-03 10:00:46,677b7d38054b92e7d2682612,0,0,0,3,0,0,0,0
2025-05-02 20:40:17,"6719e79d6dc858aa8fb0b4cb, 6719e79d6dc858aa8fb0b4cb_6719e8806dc858aa8fb0b9aa",241834,15,35,10880,47,2,5,2
2025-05-02 08:49:56,"67093a4c60d187c89f62c9ee, 67093a4c60d187c89f62c9ee_67093b3160d187c89f62cf1c",0,1,5,20,0,0,0,0
2025-05-03 09:00:00,"6712337860d187c89f968c13, 6712337860d187c89f968c13_6712358e60d187c89f969937",0,4,2,451,3,0,0,1
2025-05-03 13:01:01,,0,18,26,1083,21,0,3,0
2025-05-02 16:00:17,"67093a4c60d187c89f62c9ee, 67093a4c60d187c89f62c9ee_67093b3160d187c89f62cf1c",0,0,0,0,0,0,0,0
2025-05-03 09:00:38,"6719e79d6dc858aa8fb0b4cb, 6719e79d6dc858aa8fb0b4cb_6719e8806dc858aa8fb0b9aa",94208,3,16,1001,8,0,0,0
2025-05-03 09:00:12,"67093a4c60d187c89f62c9ee, 67093a4c60d187c89f62c9ee_67093b3160d187c89f62cf1c",0,6,3,23,0,0,0,2
2025-05-03 12:24:06,677b7d38054b92e7d2682612,0,1,0,74,2,0,0,0
2025-05-02 08:00:09,"67093a4c60d187c89f62c9ee, 67093a4c60d187c89f62c9ee_67093b3160d187c89f62cf1c",0,0,0,0,0,0,0,0
2025-05-03 09:29:18,671b657b6dc858aa8fb90ccd,0,4,2,113,0,0,0,0
2025-05-03 09:00:14,677b7d38054b92e7d2682612,0,243,47,1383,353,1,0,0
2025-05-03 13:18:01,"6719e79d6dc858aa8fb0b4cb, 6719e79d6dc858aa8fb0b4cb_6719e8806dc858aa8fb0b9aa",40064,2,1,170,5,0,0,0
2025-05-02 09:10:35,677b7d38054b92e7d2682612,0,6,6,221,11,0,0,0
2025-05-03 09:40:02,677b7d38054b92e7d2682612,0,0,1,31,1,0,0,0
2025-05-03 08:42:25,"6710d4ef60d187c89f8e9c0d, 6710d4ef60d187c89f8e9c0d_6710d97760d187c89f8eb838",0,0,0,4,0,0,0,0
2025-05-03 10:17:26,"67093a4c60d187c89f62c9ee, 67093a4c60d187c89f62c9ee_67093b3160d187c89f62cf1c",0,6,1,591,5,0,0,0
2025-05-02 13:10:14,"6710d4ef60d187c89f8e9c0d, 6710d4ef60d187c89f8e9c0d_6710d97760d187c89f8eb838",0,0,1,0,0,0,0,0
2025-05-03 10:00:21,67a5b2a163b8fc3a5270bb5b,0,6,27,76,2,0,0,0
2025-05-02 10:04:16,"67093a4c60d187c89f62c9ee, 67093a4c60d187c89f62c9ee_67160ee26dc858aa8f965ec7",0,0,1,2,0,0,0,0
2025-05-02 16:21:52,"67093a4c60d187c89f62c9ee, 67093a4c60d187c89f62c9ee_67093ab260d187c89f62cc15, 675a94104ea656c7061d6994",0,0,0,0,0,0,0,0
2025-05-02 21:48:31,671b657b6dc858aa8fb90ccd,0,0,1,7,0,0,0,0
2025-05-02 15:30:23,677b7d38054b92e7d2682612,0,1,1,15,2,0,0,0
2025-05-03 08:55:40,"6710d4ef60d187c89f8e9c0d, 6710d4ef60d187c89f8e9c0d_6710d97760d187c89f8eb838",0,0,0,1,0,0,0,0
2025-05-03 13:30:21,"6719e79d6dc858aa8fb0b4cb, 6719e79d6dc858aa8fb0b4cb_6719e8576dc858aa8fb0b8c4",7391,3,2,100,4,0,0,0
2025-05-03 08:01:19,"67093a4c60d187c89f62c9ee, 67093a4c60d187c89f62c9ee_67093b3160d187c89f62cf1c",0,0,0,1,0,0,0,0
2025-05-03 09:40:05,67a5b2a163b8fc3a5270bb5b,0,9,1,29,0,0,0,0
2025-05-03 08:41:35,671b657b6dc858aa8fb90ccd,26451,0,0,0,0,0,0,0
2025-05-03 13:20:02,"67093a4c60d187c89f62c9ee, 67093a4c60d187c89f62c9ee_67093b0a60d187c89f62cd8f",0,1,2,21,0,0,0,0
2025-05-02 19:00:22,"6712337860d187c89f968c13, 6712337860d187c89f968c13_671236d660d187c89f96a21e",0,0,1,0,0,0,0,0
2025-05-03 10:02:41,"67093a4c60d187c89f62c9ee, 67093a4c60d187c89f62c9ee_67093b0a60d187c89f62cd8f",0,0,3,35,0,0,0,0
2025-05-02 16:24:59,671b657b6dc858aa8fb90ccd,0,0,0,14,3,0,0,0
2025-05-03 13:35:33,"6719e79d6dc858aa8fb0b4cb, 6719e79d6dc858aa8fb0b4cb_6719e80e6dc858aa8fb0b74c",0,15,4,450,4,64,4,10
2025-05-02 23:10:54,"6719e79d6dc858aa8fb0b4cb, 6719e79d6dc858aa8fb0b4cb_6719ea326dc858aa8fb0c4e4",0,3,1,16,1,0,0,0
2025-05-03 09:30:05,"67093a4c60d187c89f62c9ee, 67093a4c60d187c89f62c9ee_67093b0a60d187c89f62cd8f",0,0,0,9,0,0,0,0
2025-05-03 08:00:15,677b7d38054b92e7d2682612,0,23,21,530,6,0,1,0
2025-05-03 13:00:51,"6719e79d6dc858aa8fb0b4cb, 6719e79d6dc858aa8fb0b4cb_6719e80e6dc858aa8fb0b74c",106011,16,154,3685,4,6,24,0
2025-05-03 09:20:03,"6719e79d6dc858aa8fb0b4cb, 6719e79d6dc858aa8fb0b4cb_6719e8576dc858aa8fb0b8c4",4360,3,4,71,4,0,1,0
2025-05-03 10:00:21,"6719e79d6dc858aa8fb0b4cb, 6719e79d6dc858aa8fb0b4cb_6719e80e6dc858aa8fb0b74c, 671b657b6dc858aa8fb90ccd, 677b7d38054b92e7d2682612",0,0,1,36,1,0,0,0
2025-05-03 10:00:07,,0,121,77,8492,69,2,28,0
2025-05-02 13:52:18,677b7d38054b92e7d2682612,0,0,0,0,0,0,0,0
2025-05-03 09:00:38,"6719e79d6dc858aa8fb0b4cb, 6719e79d6dc858aa8fb0b4cb_6719e8576dc858aa8fb0b8c4",18427,13,2,299,4,0,2,0
2025-05-03 10:15:37,"6719e79d6dc858aa8fb0b4cb, 6719e79d6dc858aa8fb0b4cb_6719e8576dc858aa8fb0b8c4",0,2,2,72,4,0,0,0
2025-05-03 10:00:32,"6719e79d6dc858aa8fb0b4cb, 6719e79d6dc858aa8fb0b4cb_6719e8806dc858aa8fb0b9aa",0,22,11,383,23,0,0,0
2025-05-03 13:40:32,677b7d38054b92e7d2682612,0,1,1,40,9,0,1,0
2025-05-03 09:32:19,"6719e79d6dc858aa8fb0b4cb, 6719e79d6dc858aa8fb0b4cb_6719ea326dc858aa8fb0c4e4",0,0,0,0,0,0,0,0
2025-05-03 09:32:00,"67093a4c60d187c89f62c9ee, 67093a4c60d187c89f62c9ee_67093ab260d187c89f62cc15, 67093a4c60d187c89f62c9ee_67093b0a60d187c89f62cd8f, 6712337860d187c89f968c13, 6712337860d187c89f968c13_6712358e60d187c89f969937, 6712337860d187c89f968c13_6712358e60d187c89f969937_6715d45e6dc858aa8f948b7c, 6712337860d187c89f968c13_6712358e60d187c89f969937_6715d6b96dc858aa8f9499db, 675a94104ea656c7061d6994",0,0,1,4,0,0,0,0
2025-05-03 09:49:14,"6792168e63b8fc3a5239de7d, 677b7d38054b92e7d2682612",0,0,3,3,0,0,0,0
2025-05-03 13:15:58,677b7d38054b92e7d2682612,0,2,3,155,2,0,0,0
2025-05-03 09:00:54,"6719e79d6dc858aa8fb0b4cb, 6719e79d6dc858aa8fb0b4cb_6719e8576dc858aa8fb0b8c4",146265,5,11,2559,10,1,0,0
2025-05-03 09:57:11,"6712337860d187c89f968c13, 6712337860d187c89f968c13_671238f260d187c89f96af0e",0,2,1,6,1,0,0,0
2025-05-02 14:04:29,677b7d38054b92e7d2682612,0,7,1,76,2,0,0,0
2025-05-03 08:00:01,"67093a4c60d187c89f62c9ee, 67093a4c60d187c89f62c9ee_67093b3160d187c89f62cf1c",0,0,0,0,0,0,0,0
2025-05-03 06:28:01,"6710d4ef60d187c89f8e9c0d, 6710d4ef60d187c89f8e9c0d_6710d97760d187c89f8eb838",0,2,1,35,0,0,0,1
2025-05-03 10:30:04,"6710d4ef60d187c89f8e9c0d, 6710d4ef60d187c89f8e9c0d_6710d97760d187c89f8eb838",0,1,14,20,0,0,1,0
2025-05-03 10:20:12,"6719e79d6dc858aa8fb0b4cb, 6719e79d6dc858aa8fb0b4cb_6719e8576dc858aa8fb0b8c4",4210,2,0,50,1,0,0,0
2025-05-03 12:10:13,671b657b6dc858aa8fb90ccd,0,1,0,12,0,0,0,0
2025-05-03 09:00:24,"6712337860d187c89f968c13, 6712337860d187c89f968c13_671237fd60d187c89f96a970, 677b7d38054b92e7d2682612",0,2,10,13,0,0,0,0
2025-05-02 21:00:43,671b657b6dc858aa8fb90ccd,0,0,0,5,0,0,0,0
2025-05-03 10:30:06,"6719e79d6dc858aa8fb0b4cb, 6719e79d6dc858aa8fb0b4cb_6719e8806dc858aa8fb0b9aa",0,0,1,5,0,0,0,0
2025-05-03 12:53:05,"6712337860d187c89f968c13, 6712337860d187c89f968c13_671236d660d187c89f96a21e",0,0,0,13,0,0,0,0
2025-05-03 10:00:03,"67093a4c60d187c89f62c9ee, 67093a4c60d187c89f62c9ee_67093ab260d187c89f62cc15, 6712337860d187c89f968c13, 6712337860d187c89f968c13_671238f260d187c89f96af0e",0,8,39,731,9,0,3,0
2025-05-03 10:30:29,"6719e79d6dc858aa8fb0b4cb, 6719e79d6dc858aa8fb0b4cb_6719e8576dc858aa8fb0b8c4",14465,3,4,292,8,0,0,0
2025-05-03 09:46:35,677b7d38054b92e7d2682612,0,1,18,27,0,0,0,0
2025-05-03 14:00:26,"6719e79d6dc858aa8fb0b4cb, 6719e79d6dc858aa8fb0b4cb_6719e8576dc858aa8fb0b8c4",0,1,1,8,1,0,0,0
2025-05-03 10:08:49,"6712337860d187c89f968c13, 6712337860d187c89f968c13_6712358e60d187c89f969937, 6712337860d187c89f968c13_6712358e60d187c89f969937_6715d6b96dc858aa8f9499db",0,2,10,123,3,0,0,0
2025-05-03 10:00:20,"6719e79d6dc858aa8fb0b4cb, 6719e79d6dc858aa8fb0b4cb_6719ff506dc858aa8fb14862",0,2,16,438,7,0,0,0
2025-05-02 21:14:18,"67093a4c60d187c89f62c9ee, 67093a4c60d187c89f62c9ee_67093ab260d187c89f62cc15, 675a94104ea656c7061d6994",0,1,0,15,1,0,0,0
2025-05-03 14:01:07,"6710d4ef60d187c89f8e9c0d, 6710d4ef60d187c89f8e9c0d_6710d97760d187c89f8eb838",0,1,2,11,0,0,0,0
2025-05-03 10:06:02,"6719e79d6dc858aa8fb0b4cb, 6719e79d6dc858aa8fb0b4cb_6719e8576dc858aa8fb0b8c4",0,14,6,805,1,50,9,3
2025-05-02 14:00:57,"6712337860d187c89f968c13, 6712337860d187c89f968c13_671238f260d187c89f96af0e",0,0,1,2,0,0,0,0
2025-05-03 09:30:32,"67093a4c60d187c89f62c9ee, 67093a4c60d187c89f62c9ee_67093b0a60d187c89f62cd8f, 6710d4ef60d187c89f8e9c0d, 6710d4ef60d187c89f8e9c0d_6710d97760d187c89f8eb838",0,0,1,17,2,0,0,0
2025-05-03 01:43:51,677b7d38054b92e7d2682612,0,1,0,24,0,0,0,0
2025-05-03 10:04:57,,544053,8,69,11389,62,1,2,0
2025-05-03 09:21:18,677b7d38054b92e7d2682612,0,8,579,274,5,0,0,0
2025-05-02 16:09:06,"6710d4ef60d187c89f8e9c0d, 6710d4ef60d187c89f8e9c0d_6710d97760d187c89f8eb838",0,202,146,9902,142,17,59,2
2025-05-03 10:40:36,677b7d38054b92e7d2682612,0,2,5,33,0,1,0,0
2025-05-03 10:30:06,"6719e79d6dc858aa8fb0b4cb, 6719e79d6dc858aa8fb0b4cb_6719e8576dc858aa8fb0b8c4",13085,3,2,192,2,0,0,0
2025-05-03 11:00:38,"6719e79d6dc858aa8fb0b4cb, 6719e79d6dc858aa8fb0b4cb_6719e8576dc858aa8fb0b8c4",7382,1,0,62,1,0,0,0
2025-05-03 10:00:46,"6719e79d6dc858aa8fb0b4cb, 6719e79d6dc858aa8fb0b4cb_6719e8806dc858aa8fb0b9aa",0,10,5,141,12,0,1,0
2025-05-03 11:34:52,677b7d38054b92e7d2682612,0,2,2,83,1,0,0,0
2025-05-03 06:30:04,"67093a4c60d187c89f62c9ee, 67093a4c60d187c89f62c9ee_67093b3160d187c89f62cf1c",0,0,0,1,0,0,0,0
2025-05-03 11:00:39,"6710d4ef60d187c89f8e9c0d, 6710d4ef60d187c89f8e9c0d_6710d97760d187c89f8eb838",0,5,0,0,0,0,0,0
2025-05-03 11:00:17,"67093a4c60d187c89f62c9ee, 67093a4c60d187c89f62c9ee_67160ee26dc858aa8f965ec7, 6712337860d187c89f968c13, 6712337860d187c89f968c13_671237fd60d187c89f96a970, 677b7d38054b92e7d2682612",0,3,16,34,1,0,0,0
2025-05-03 14:00:07,67a5b2a163b8fc3a5270bb5b,0,7,20,61,0,1,0,0
2025-05-03 08:19:58,671b657b6dc858aa8fb90ccd,532660,219,279,13496,98,1,11,0
2025-05-03 09:00:18,"6712337860d187c89f968c13, 6712337860d187c89f968c13_671236d660d187c89f96a21e",0,0,1,2,0,0,0,0
2025-05-03 10:52:34,"6710d4ef60d187c89f8e9c0d, 6710d4ef60d187c89f8e9c0d_6710d97760d187c89f8eb838",0,5,0,0,0,0,0,0
2025-05-03 11:40:40,677b7d38054b92e7d2682612,0,0,0,0,0,0,0,0
2025-05-03 10:30:18,"6719e79d6dc858aa8fb0b4cb, 6719e79d6dc858aa8fb0b4cb_6719e8806dc858aa8fb0b9aa",337302,31,79,11073,42,2,5,2
2025-05-02 11:20:51,"6712337860d187c89f968c13, 6712337860d187c89f968c13_671238f260d187c89f96af0e",0,0,0,2,0,0,0,0
2025-05-03 10:47:24,"6710d4ef60d187c89f8e9c0d, 6710d4ef60d187c89f8e9c0d_6710d97760d187c89f8eb838",0,5,0,0,0,0,0,0
2025-05-03 10:36:02,677b7d38054b92e7d2682612,0,0,0,1,0,0,0,0
2025-05-03 10:36:42,"67093a4c60d187c89f62c9ee, 67093a4c60d187c89f62c9ee_67093b3160d187c89f62cf1c",0,1,0,19,0,0,0,0
2025-05-03 08:27:20,"6710d4ef60d187c89f8e9c0d, 6710d4ef60d187c89f8e9c0d_6710d97760d187c89f8eb838",0,0,0,1,0,0,0,0
2025-05-03 11:00:00,"6712337860d187c89f968c13, 6712337860d187c89f968c13_671238f260d187c89f96af0e",0,0,8,24,2,0,0,0
2025-05-03 14:19:47,677b7d38054b92e7d2682612,0,0,0,0,0,0,0,0
2025-05-03 10:45:00,677b7d38054b92e7d2682612,0,0,6,574,1,0,0,0
2025-05-03 11:35:20,"67093a4c60d187c89f62c9ee, 67093a4c60d187c89f62c9ee_67093b0a60d187c89f62cd8f",0,1,1,26,0,1,0,0
2025-05-03 11:05:34,671b657b6dc858aa8fb90ccd,0,0,0,0,0,0,0,0
2025-05-03 11:25:17,"6710d4ef60d187c89f8e9c0d, 6710d4ef60d187c89f8e9c0d_6710d97760d187c89f8eb838",0,1,0,5,0,0,0,0
2025-05-03 11:09:57,"6710d4ef60d187c89f8e9c0d, 6710d4ef60d187c89f8e9c0d_6710d97760d187c89f8eb838",0,5,0,1,0,0,0,0
2025-05-03 11:20:55,"6710d4ef60d187c89f8e9c0d, 6710d4ef60d187c89f8e9c0d_6710d97760d187c89f8eb838",0,2,1,4,0,0,0,0
2025-05-03 09:00:19,"6712337860d187c89f968c13, 6712337860d187c89f968c13_6712358e60d187c89f969937",0,0,1,4,0,0,0,0
2025-05-03 14:00:11,"67093a4c60d187c89f62c9ee, 67093a4c60d187c89f62c9ee_67093b3160d187c89f62cf1c",0,0,0,0,0,0,0,0
2025-05-03 10:30:04,"6712337860d187c89f968c13, 6712337860d187c89f968c13_671236d660d187c89f96a21e",0,0,0,2,0,0,0,0
2025-05-03 11:00:15,"67093a4c60d187c89f62c9ee, 67093a4c60d187c89f62c9ee_67093ab260d187c89f62cc15, 67093a4c60d187c89f62c9ee_67093b0a60d187c89f62cd8f, 67093a4c60d187c89f62c9ee_67093b3160d187c89f62cf1c, 675a94104ea656c7061d6994",0,0,0,2,0,0,0,0
2025-05-03 11:00:40,"6719e79d6dc858aa8fb0b4cb, 6719e79d6dc858aa8fb0b4cb_6719ff506dc858aa8fb14862",0,2,30,989,3,1,1,0
2025-05-03 10:00:21,"67093a4c60d187c89f62c9ee, 67093a4c60d187c89f62c9ee_67093b3160d187c89f62cf1c",0,0,0,0,0,0,0,0
2025-05-03 10:52:47,"6710d4ef60d187c89f8e9c0d, 6710d4ef60d187c89f8e9c0d_6710d97760d187c89f8eb838",0,5,0,0,0,0,0,0
2025-05-03 11:00:11,675a94104ea656c7061d6994,0,1,2,5,0,0,1,0
2025-05-02 16:48:26,"6712337860d187c89f968c13, 6712337860d187c89f968c13_671238f260d187c89f96af0e",0,0,0,0,0,0,0,0
2025-05-03 14:11:58,671b657b6dc858aa8fb90ccd,0,4,16,243,17,0,1,0
2025-05-02 11:28:21,"6712337860d187c89f968c13, 6712337860d187c89f968c13_671238f260d187c89f96af0e",0,0,0,1,0,0,0,0
2025-05-03 08:00:12,"6719e79d6dc858aa8fb0b4cb, 6719e79d6dc858aa8fb0b4cb_6719e80e6dc858aa8fb0b74c",0,10,22,106,30,0,0,0
2025-05-03 12:00:17,,120062,21,33,2502,46,0,0,0
2025-05-03 14:26:34,"6719e79d6dc858aa8fb0b4cb, 6719e79d6dc858aa8fb0b4cb_6719e8806dc858aa8fb0b9aa",0,3,0,39,1,0,0,0
2025-05-02 16:33:40,"6710d4ef60d187c89f8e9c0d, 6710d4ef60d187c89f8e9c0d_6710d97760d187c89f8eb838",154,2,4,13,4,0,0,0
2025-05-03 05:26:19,"67a5b2a163b8fc3a5270bb5b, 67ef9ae8127c4bef563a0b6c",0,213,344,1361,354,0,0,0
2025-05-03 12:07:04,"6719e79d6dc858aa8fb0b4cb, 6719e79d6dc858aa8fb0b4cb_6719e80e6dc858aa8fb0b74c",68255,487,290,2358,8,39,48,84
2025-05-03 14:00:27,"6719e79d6dc858aa8fb0b4cb, 6719e79d6dc858aa8fb0b4cb_6719e8576dc858aa8fb0b8c4",0,12,1,387,3,0,2,1
2025-05-02 22:31:50,"6712337860d187c89f968c13, 6712337860d187c89f968c13_6712358e60d187c89f969937",0,0,0,5,6,0,0,0
2025-05-03 09:46:17,"6710d4ef60d187c89f8e9c0d, 6710d4ef60d187c89f8e9c0d_6710d97760d187c89f8eb838",0,7,32,135,3,0,0,0
2025-05-02 11:39:57,677b7d38054b92e7d2682612,0,0,1,7,0,0,0,0
2025-05-03 14:31:56,"6710d4ef60d187c89f8e9c0d, 6710d4ef60d187c89f8e9c0d_6710d97760d187c89f8eb838",0,2,0,37,1,0,0,0
2025-05-03 11:17:44,,0,0,2,24,0,0,1,0
2025-05-03 09:51:10,671b657b6dc858aa8fb90ccd,0,2,5,54,14,0,0,0
2025-05-03 10:04:01,"6719e79d6dc858aa8fb0b4cb, 6719e79d6dc858aa8fb0b4cb_6719e8806dc858aa8fb0b9aa",0,0,0,0,0,0,0,0
2025-05-03 13:41:17,"6712337860d187c89f968c13, 6712337860d187c89f968c13_6712358e60d187c89f969937, 6712337860d187c89f968c13_6712358e60d187c89f969937_6715d45e6dc858aa8f948b7c, 6712337860d187c89f968c13_6712358e60d187c89f969937_6715d6b96dc858aa8f9499db, 6712337860d187c89f968c13_6712358e60d187c89f969937_6715daab6dc858aa8f94b1d5",0,0,0,5,0,0,0,0
2025-05-03 11:23:39,"6710d4ef60d187c89f8e9c0d, 6710d4ef60d187c89f8e9c0d_6710d97760d187c89f8eb838",0,5,0,0,0,0,0,0
2025-05-03 10:00:10,"67093a4c60d187c89f62c9ee, 67093a4c60d187c89f62c9ee_67093b3160d187c89f62cf1c",0,0,0,0,0,0,0,0
2025-05-03 12:00:09,"6719e79d6dc858aa8fb0b4cb, 6719e79d6dc858aa8fb0b4cb_6719e8576dc858aa8fb0b8c4",0,0,0,52,1,0,0,0
2025-05-03 11:00:04,677b7d38054b92e7d2682612,0,0,0,1,0,0,0,0
2025-05-03 11:17:30,"6710d4ef60d187c89f8e9c0d, 6710d4ef60d187c89f8e9c0d_6710d97760d187c89f8eb838",0,5,0,0,0,0,0,0
2025-05-03 08:25:01,"6712337860d187c89f968c13, 6712337860d187c89f968c13_671238f260d187c89f96af0e",0,0,1,10,0,0,0,0
2025-05-03 07:56:13,"67093a4c60d187c89f62c9ee, 67093a4c60d187c89f62c9ee_67093b0a60d187c89f62cd8f",0,0,0,0,0,0,0,0
2025-05-02 14:38:46,677b7d38054b92e7d2682612,0,0,3,34,2,0,0,0
2025-05-03 11:16:53,"6710d4ef60d187c89f8e9c0d, 6710d4ef60d187c89f8e9c0d_6710d97760d187c89f8eb838",0,5,0,1,0,0,0,0
2025-05-03 10:01:20,677b7d38054b92e7d2682612,0,0,0,0,0,0,0,0
2025-05-03 10:00:48,"6719e79d6dc858aa8fb0b4cb, 6719e79d6dc858aa8fb0b4cb_6719ff506dc858aa8fb14862",3166,0,0,21,0,0,0,0
2025-05-03 14:41:02,"67093a4c60d187c89f62c9ee, 67093a4c60d187c89f62c9ee_675006434ea656c706fc046a",0,8,7,76,0,0,1,0
2025-05-02 17:43:06,671b657b6dc858aa8fb90ccd,0,0,0,4,0,1,0,0
2025-05-03 12:13:27,671b657b6dc858aa8fb90ccd,0,0,7,21,0,0,0,0
2025-05-03 11:49:57,"67093a4c60d187c89f62c9ee, 67093a4c60d187c89f62c9ee_67093b0a60d187c89f62cd8f",0,0,0,0,0,0,0,0
2025-05-03 14:52:07,"6710d4ef60d187c89f8e9c0d, 6710d4ef60d187c89f8e9c0d_6710d97760d187c89f8eb838",0,1,3,4,0,0,0,0
2025-05-02 11:32:31,677b7d38054b92e7d2682612,0,0,1,1,0,0,0,0
2025-05-02 23:53:12,"6719e79d6dc858aa8fb0b4cb, 6719e79d6dc858aa8fb0b4cb_6719e8806dc858aa8fb0b9aa",0,0,0,0,0,0,0,0
2025-05-03 11:00:36,677b7d38054b92e7d2682612,0,5,8,884,86,0,1,0
2025-05-03 14:49:20,"67093a4c60d187c89f62c9ee, 67093a4c60d187c89f62c9ee_67093b0a60d187c89f62cd8f",0,0,1,4,0,0,0,0
2025-05-03 09:56:22,"6712337860d187c89f968c13, 6712337860d187c89f968c13_671236d660d187c89f96a21e",0,0,0,12,1,0,2,0
2025-05-03 09:48:45,"67093a4c60d187c89f62c9ee, 67093a4c60d187c89f62c9ee_675006434ea656c706fc046a",0,7,21,40,0,0,0,0
2025-05-03 12:30:26,677b7d38054b92e7d2682612,0,0,0,0,0,0,0,0
2025-05-03 11:00:00,"67093a4c60d187c89f62c9ee, 67093a4c60d187c89f62c9ee_67093b0a60d187c89f62cd8f",0,0,1,3,0,0,0,0
2025-05-02 11:56:08,677b7d38054b92e7d2682612,0,0,0,0,1,0,0,0
2025-05-03 10:00:18,671b657b6dc858aa8fb90ccd,0,31,51,724,8,0,4,0
2025-05-02 15:04:32,677b7d38054b92e7d2682612,0,0,0,3,0,0,0,0
2025-05-03 14:33:23,671b657b6dc858aa8fb90ccd,0,0,0,0,0,0,0,0
2025-05-03 11:30:00,,0,2,9,163,19,0,0,0
2025-05-03 08:00:14,"67093a4c60d187c89f62c9ee, 67093a4c60d187c89f62c9ee_67093b3160d187c89f62cf1c",0,70,172,705,303,0,0,0
2025-05-02 17:05:40,"6710d4ef60d187c89f8e9c0d, 6710d4ef60d187c89f8e9c0d_6710d97760d187c89f8eb838",0,0,0,4,1,0,0,0
2025-05-03 15:00:30,"6710d4ef60d187c89f8e9c0d, 6710d4ef60d187c89f8e9c0d_6710d97760d187c89f8eb838",0,0,2,44,0,0,0,0
2025-05-03 09:49:57,"67093a4c60d187c89f62c9ee, 67093a4c60d187c89f62c9ee_675006434ea656c706fc046a",0,7,4,58,7,0,0,0
2025-05-02 13:28:09,"6712337860d187c89f968c13, 6712337860d187c89f968c13_671238f260d187c89f96af0e",0,0,0,3,0,0,0,0
2025-05-03 12:09:35,677b7d38054b92e7d2682612,0,16,2,17,4,0,0,0
2025-05-03 10:30:03,"6719e79d6dc858aa8fb0b4cb, 6719e79d6dc858aa8fb0b4cb_6719ff506dc858aa8fb14862",0,1,1,172,10,1,0,0
2025-05-02 17:04:12,677b7d38054b92e7d2682612,0,0,0,41,0,0,0,0
2025-05-02 19:13:36,"6719e79d6dc858aa8fb0b4cb, 6719e79d6dc858aa8fb0b4cb_6719ea326dc858aa8fb0c4e4",0,19,168,473,1,0,2,1
2025-05-03 10:05:59,"67093a4c60d187c89f62c9ee, 67093a4c60d187c89f62c9ee_67093b0a60d187c89f62cd8f, 67093a4c60d187c89f62c9ee_675006434ea656c706fc046a",0,32,156,799,148,1,0,0
2025-05-02 16:00:00,"67093a4c60d187c89f62c9ee, 67093a4c60d187c89f62c9ee_67093b3160d187c89f62cf1c",0,0,1,1,0,0,0,0
2025-05-03 08:18:44,677b7d38054b92e7d2682612,0,5,1,40,2,0,0,0
